trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
593,False,"{'a': 0.35, 'e': 0.05181891717272583}",20,12,17.848168514310533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.35, 'e': 0.0515604692451142}",20,16,7.436062007388122,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.35, 'e': 0.05130331033191911}",25,19,13.139922237289912,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.35, 'e': 0.051047434004154395}",25,8,29.65996333346408,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.35, 'e': 0.0507928338648985}",30,18,21.40534247960911,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.35, 'e': 0.050539503549134696}",25,19,12.906024956867107,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.35, 'e': 0.050287436723591865}",25,11,26.068267769097858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.35, 'e': 0.05003662708658628}",30,16,26.441323262346415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.35, 'e': 0.049787068367863944}",20,9,20.473066534085355,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.35, 'e': 0.04953875432844388}",30,15,25.100365247586623,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.35, 'e': 0.04929167876046215}",25,14,21.18695629100347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.35, 'e': 0.04904583548701673}",35,22,13.449953361651799,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.35, 'e': 0.04880121836201296}",25,14,17.442281737365217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.35, 'e': 0.048557821270009974}",20,16,9.648419303556336,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.35, 'e': 0.04831563812606777}",25,14,22.330629061426134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.35, 'e': 0.04807466287559518}",20,10,19.350025107060723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.35, 'e': 0.04783488949419837}",25,17,15.910144858506314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.35, 'e': 0.04759631198753032}",20,11,4.742889703334988,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.35, 'e': 0.04735892439114091}",25,17,4.063032003552483,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.35, 'e': 0.04712272077032791}",25,18,14.497335073784285,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.35, 'e': 0.046887695219988486}",25,12,25.301544056646254,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.35, 'e': 0.04665384186447163}",20,10,9.877391420990367,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.35, 'e': 0.04642115485743125}",20,10,7.639459807421233,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.35, 'e': 0.0461896283816801}",25,13,23.612426385377873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.35, 'e': 0.045959256649044204}",25,12,10.824608701174405,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.35, 'e': 0.04573003390021825}",25,17,17.178895885328377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.35, 'e': 0.04550195440462157}",20,13,14.602064329830396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.35, 'e': 0.045275012460254886}",25,13,24.95364063120539,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.35, 'e': 0.0450492023935578}",30,12,27.37132319837469,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.35, 'e': 0.04482451855926687}",25,7,31.951578216732266,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.35, 'e': 0.044600955340274535}",25,14,19.1377366539436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.35, 'e': 0.04437850714748865}",20,13,11.660322989938177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.35, 'e': 0.04415716841969286}",20,10,17.159369530864915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.35, 'e': 0.04393693362340742}",25,14,21.194510350541393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.35, 'e': 0.04371779725275094}",25,12,17.96511336239437,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.35, 'e': 0.04349975382930273}",20,16,6.937673733951241,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.35, 'e': 0.043282797901965896}",30,18,18.826314867996306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.35, 'e': 0.04306692404683092}",20,10,16.66470333469748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.35, 'e': 0.04285212686704019}",20,7,23.90050136514511,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.35, 'e': 0.04263840099265299}",25,17,3.62022304977036,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.35, 'e': 0.042425741080511385}",25,17,19.118799436620876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.35, 'e': 0.042214141814106466}",25,14,19.41234891483124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.35, 'e': 0.04200359790344555}",20,7,14.5648904045606,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.35, 'e': 0.041794104084919896}",20,11,20.398675990341463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.35, 'e': 0.04158565512117316}",20,11,17.58019579272068,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.35, 'e': 0.04137824580097038}",30,18,23.858387032805876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.35, 'e': 0.04117187093906774}",20,11,14.485408139101331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.35, 'e': 0.040966525376082925}",25,12,23.40685381508799,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.35, 'e': 0.04076220397836621}",20,9,21.960234022802265,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.35, 'e': 0.040558901637871986}",25,20,7.85682082733127,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.35, 'e': 0.04035661327203115}",20,16,8.775998771347108,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.35, 'e': 0.040155333823624025}",25,13,6.625082367924017,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.35, 'e': 0.039955058260653896}",35,13,41.35680089822266,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.35, 'e': 0.039755781576221304}",25,14,18.228604262893906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.35, 'e': 0.039557498788398725}",25,16,16.201950175178506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.35, 'e': 0.03936020494010615}",20,0,15.995497011510432,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
649,False,"{'a': 0.35, 'e': 0.039163895098987066}",20,9,20.752418582840516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.35, 'e': 0.03896856435728526}",30,12,37.26928779422288,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.35, 'e': 0.03877420783172201}",30,15,-19.15600205450633,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
652,False,"{'a': 0.35, 'e': 0.03858082066337404}",30,16,25.67366304113483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.35, 'e': 0.038388398017552054}",20,10,19.055947739115467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.35, 'e': 0.038196935083679925}",30,13,31.113736784704475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.35, 'e': 0.038006427075174314}",20,14,12.834677649116635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.35, 'e': 0.03781686922932508}",20,11,17.24337124081734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.35, 'e': 0.0376282568071762}",20,16,8.160879092151898,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.35, 'e': 0.03744058509340732}",20,9,9.154870937178371,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.35, 'e': 0.03725384939621581}",35,24,22.412889702196924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.35, 'e': 0.0370680450471995}",20,8,25.113178227044095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.35, 'e': 0.036883167401239994}",30,9,34.11380093369947,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.35, 'e': 0.03669921183638653}",25,12,17.31970234049021,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.35, 'e': 0.0365161737537404}",20,5,25.51927616193092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.35, 'e': 0.036334048577339996}",35,19,32.51121334936962,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.35, 'e': 0.03615283175404641}",20,13,15.55692837290273,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.35, 'e': 0.035972518753429654}",25,18,15.69975916290419,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.35, 'e': 0.0357931050676553}",25,13,21.52425941070604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.35, 'e': 0.03561458621137186}",25,14,19.918035182465584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.35, 'e': 0.03543695772159864}",25,16,18.904455159960595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.35, 'e': 0.03526021515761412}",20,10,21.46761246400625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.35, 'e': 0.035084354100845025}",20,9,16.09740415169786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.35, 'e': 0.03490937015475576}",20,12,15.031073735940744,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.35, 'e': 0.03473525894473856}",20,14,-10.57427517793707,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
674,False,"{'a': 0.35, 'e': 0.0345620161180041}",30,13,32.07785757202162,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.35, 'e': 0.03438963734347271}",20,12,10.966504299054357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.35, 'e': 0.03421811831166603}",25,14,19.52038751084404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.35, 'e': 0.034047454734599344}",25,14,17.736044459631206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.35, 'e': 0.033877642345674315}",20,16,5.797330034061664,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.35, 'e': 0.033708676899572396}",30,22,13.240338702140724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.35, 'e': 0.033540554172148636}",20,10,4.652933714291448,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.35, 'e': 0.03337326996032608}",20,15,11.224149010734198,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.35, 'e': 0.03320682008199072}",20,14,9.4302749589701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.35, 'e': 0.03304120037588693}",30,16,28.47353358617033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.35, 'e': 0.03287640670151345}",30,20,4.114615414119255,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.35, 'e': 0.03271243493901982}",20,8,24.04482988842738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.35, 'e': 0.03254928098910342}",30,22,15.285388663425945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.35, 'e': 0.03238694077290704}",25,19,12.998145080034302,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.35, 'e': 0.0322254102319168}",20,16,9.506406239846136,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.35, 'e': 0.03206468532786077}",20,13,12.047757432096212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.35, 'e': 0.03190476204260796}",35,17,33.117227180940894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.35, 'e': 0.03174563637806794}",20,14,10.970388402378354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.35, 'e': 0.031587304356090785}",25,11,23.818450193545967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.35, 'e': 0.03142976201836771}",20,6,25.877666924998444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.35, 'e': 0.03127300542633206}",25,13,25.21640740225304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.35, 'e': 0.03111703066106086}",25,17,-9.089676928235612,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
696,False,"{'a': 0.35, 'e': 0.030961833823176882}",20,2,31.225782059356913,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.35, 'e': 0.030807411032751076}",20,14,11.160157725176441,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.35, 'e': 0.030653758429205646}",30,21,17.597693101749936,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.35, 'e': 0.030500872171217483}",30,22,13.807864760812198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.35, 'e': 0.030348748436622202}",25,10,27.922922932049293,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.35, 'e': 0.0301973834223185}",20,7,25.828671251005265,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.35, 'e': 0.03004677334417314}",20,11,18.123519827099567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.35, 'e': 0.029896914436926308}",25,5,31.30490220813703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.35, 'e': 0.029747802954097544}",20,10,20.175555199185645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.35, 'e': 0.029599435167892}",35,11,42.94350785310092,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.35, 'e': 0.02945180736910729}",20,15,13.18399412144803,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.35, 'e': 0.029304915867040746}",20,12,16.536197159192962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.35, 'e': 0.02915875698939719}",20,13,7.8419413966220635,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.35, 'e': 0.029013327082197053}",25,14,19.2258515308183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.35, 'e': 0.028868622509685086}",25,15,21.183004837862665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.35, 'e': 0.028724639654239423}",30,10,-2.068687478249961,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
712,False,"{'a': 0.35, 'e': 0.028581374916281203}",25,17,17.0029611203596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.35, 'e': 0.028438824714184505}",25,17,13.436374303082957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.35, 'e': 0.028296985484186854}",20,14,10.747271462762694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.35, 'e': 0.028155853680300096}",30,14,30.59337625333031,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.35, 'e': 0.028015425774221808}",20,12,14.277152723187147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.35, 'e': 0.027875698255247015}",25,16,16.364295419175228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.35, 'e': 0.027736667630180466}",20,0,29.55572703618717,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
719,False,"{'a': 0.35, 'e': 0.027598330423249287}",20,12,12.421106872987068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.35, 'e': 0.027460683176016094}",20,16,5.970362400103743,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.35, 'e': 0.02732372244729256}",20,10,19.662004220263455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.35, 'e': 0.027187444813053317}",20,6,26.07131281069347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.35, 'e': 0.027051846866350416}",20,14,12.526568932488946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.35, 'e': 0.026916925217228112}",25,3,37.75744349237589,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.35, 'e': 0.026782676492638175}",25,12,25.692991544063982,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.35, 'e': 0.026649097336355485}",20,11,14.485182126520087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.35, 'e': 0.02651618440889418}",20,8,20.381733755701802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.35, 'e': 0.02638393438742414}",20,14,12.22482831757932,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.35, 'e': 0.02625234396568796}",30,12,31.007594364116823,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.35, 'e': 0.026121409853918233}",20,11,18.478115749963788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.35, 'e': 0.025991128778755347}",25,18,12.501272656746718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.35, 'e': 0.025861497483165623}",25,12,23.333811518252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.35, 'e': 0.02573251272635994}",25,15,19.287434950107297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.35, 'e': 0.025604171283712656}",30,17,24.355363720385412,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.35, 'e': 0.025476469946681016}",20,11,14.79403368935751,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.35, 'e': 0.02534940552272493}",20,15,10.29947689126052,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.35, 'e': 0.025222974835227212}",30,15,26.633175974916814,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.35, 'e': 0.025097174723414068}",20,14,13.396036840783662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.35, 'e': 0.024972002042276155}",20,13,12.712555044992785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.35, 'e': 0.024847453662489916}",30,24,9.524790546324338,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.35, 'e': 0.024723526470339388}",20,10,17.64092733563697,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.35, 'e': 0.024600217367638302}",25,11,23.872978746535495,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.35, 'e': 0.02447752327165267}",30,18,21.594530544280854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.35, 'e': 0.024355441115023704}",20,14,13.166002529979435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.35, 'e': 0.024233967845691113}",30,13,29.270356195118254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.35, 'e': 0.024113100426816865}",25,14,18.71528266184523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.35, 'e': 0.023992835836709175}",20,6,-12.189687122363706,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
748,False,"{'a': 0.35, 'e': 0.023873171068747034}",20,8,21.021083760831456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.35, 'e': 0.023754103131304997}",20,12,14.117159410571949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.35, 'e': 0.023635629047678443}",20,2,34.677041675872815,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.35, 'e': 0.023517745856009107}",25,11,30.87728718289552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.35, 'e': 0.023400450609211056}",20,14,10.612566128782339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.35, 'e': 0.023283740374897}",20,10,21.042226865138847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.35, 'e': 0.02316761223530502}",20,0,21.88676642878267,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.35, 'e': 0.02305206328722557}",25,14,22.75404162805356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.35, 'e': 0.02293709064192893}",25,0,22.74123469521025,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
757,False,"{'a': 0.35, 'e': 0.02282269142509297}",35,19,28.35487010067753,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.35, 'e': 0.022708862776731332}",25,8,25.754235702493357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.35, 'e': 0.022595601851121864}",30,17,23.373400312505037,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.35, 'e': 0.02248290581673553}",30,13,31.488184735010428,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.35, 'e': 0.02237077185616559}",20,13,-0.11326148543214387,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.35, 'e': 0.02225919716605721}",25,3,40.73261431244283,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.35, 'e': 0.022148178957037315}",25,14,19.358181351600184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.35, 'e': 0.022037714453644896}",30,21,16.353377770534234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.35, 'e': 0.02192780089426161}",20,12,13.896814285817566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.35, 'e': 0.021818435531042762}",20,13,14.653613225923177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.35, 'e': 0.02170961562984857}",20,8,20.19697272890815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.35, 'e': 0.021601338470175833}",20,14,12.165801815347617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.35, 'e': 0.021493601345089923}",25,18,15.241426964942804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.35, 'e': 0.02138640156115709}",25,14,20.466110568459886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.35, 'e': 0.02127973643837717}",20,11,16.065949732273967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.35, 'e': 0.02117360331011653}",20,12,16.76031250848058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.35, 'e': 0.021067999523041434}",25,13,23.967592157865738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.35, 'e': 0.0209629224370517}",20,12,15.059487549166288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.35, 'e': 0.020858369425214716}",20,9,19.23196537315629,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.35, 'e': 0.020754337873699742}",20,14,11.89397272286163,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.35, 'e': 0.020650825181712566}",20,10,16.074949018321718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.35, 'e': 0.02054782876143049}",20,0,33.449410336875545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
