trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
408,False,"{'a': 0.35, 'e': 0.13068048250402503}",20,3,28.24806704512509,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.35, 'e': 0.1300287108784259}",25,4,8.925957320330783,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.35, 'e': 0.12938018997737108}",30,6,29.33288527601542,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.35, 'e': 0.12873490358780423}",25,12,25.885606487106557,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.35, 'e': 0.12809283557753198}",25,15,14.550020060367316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.35, 'e': 0.12745396989482075}",20,11,12.338501205900675,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.35, 'e': 0.1268182905679951}",25,8,18.995215800533174,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.35, 'e': 0.12618578170503877}",20,7,24.825386594462238,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.35, 'e': 0.1255564274931972}",20,0,25.943172136780856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.35, 'e': 0.12493021219858241}",25,2,25.412613048013956,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.35, 'e': 0.12430712016577938}",25,14,10.626040378085923,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.35, 'e': 0.12368713581745483}",25,9,2.9363898040136096,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.35, 'e': 0.12307024365396771}",30,8,33.880489658896536,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.35, 'e': 0.1224564282529819}",20,11,16.257809338177037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.35, 'e': 0.12184567426908036}",30,9,14.57365571171369,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.35, 'e': 0.12123796643338168}",25,9,25.42660171530444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.35, 'e': 0.12063328955315826}",20,15,-1.454259222213945,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.35, 'e': 0.12003162851145673}",20,9,20.994988574643685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.35, 'e': 0.11943296826671962}",25,13,-20.03440900533681,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
427,False,"{'a': 0.35, 'e': 0.11883729385240965}",20,14,11.767057447907165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.35, 'e': 0.1182445903766354}",25,20,11.561960847064666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.35, 'e': 0.11765484302177918}",25,4,26.516787295538307,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.35, 'e': 0.11706803704412637}",30,16,25.16237690704312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.35, 'e': 0.11648415777349697}",20,3,34.50542217409686,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.35, 'e': 0.11590319061287874}",35,24,13.02894435321862,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.35, 'e': 0.11532512103806251}",30,9,27.41413166360828,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.35, 'e': 0.11474993459727875}",20,3,34.96795052620333,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.35, 'e': 0.1141776169108365}",20,10,-0.9368301410226889,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
436,False,"{'a': 0.35, 'e': 0.11360815367076371}",30,20,20.2288849135482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.35, 'e': 0.11304153064044985}",20,3,5.756167277436268,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
438,False,"{'a': 0.35, 'e': 0.11247773365428958}",25,11,19.680528247991816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.35, 'e': 0.11191674861732888}",30,3,17.186979670124014,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",1
440,False,"{'a': 0.35, 'e': 0.11135856150491262}",25,16,15.816081802025291,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.35, 'e': 0.11080315836233387}",25,10,23.361700742264077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.35, 'e': 0.11025052530448522}",30,16,26.767590106719712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.35, 'e': 0.10970064851551141}",20,15,3.9893307582793742,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.35, 'e': 0.10915351424846406}",20,15,10.481058616959809,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.35, 'e': 0.10860910882495796}",25,13,27.230110545411435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.35, 'e': 0.10806741863482926}",25,9,31.142205623791675,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.35, 'e': 0.10752843013579495}",25,14,21.349649559419632,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.35, 'e': 0.10699212985311449}",20,12,16.00825711281554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.35, 'e': 0.1064585043792528}",20,16,9.024973901792162,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.35, 'e': 0.10592754037354536}",20,14,11.682228334054944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.35, 'e': 0.10539922456186433}",30,24,10.512895068490883,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.35, 'e': 0.1048735437362869}",25,16,15.828151403396687,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.35, 'e': 0.104350484754765}",20,12,14.646092705399077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.35, 'e': 0.10383003454079692}",20,6,1.2422176916573833,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
455,False,"{'a': 0.35, 'e': 0.1033121800831002}",25,12,6.858440552032617,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.35, 'e': 0.1027969084352864}",20,10,15.198387492931548,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.35, 'e': 0.10228420671553744}",20,16,9.055639147785154,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.35, 'e': 0.10177406210628372}",20,15,9.434319956124767,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.35, 'e': 0.1012664618538834}",30,12,0.16951091290242126,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
460,False,"{'a': 0.35, 'e': 0.10076139326830373}",30,10,27.54500499862188,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.35, 'e': 0.1002588437228037}",30,10,-16.115589370181784,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
462,False,"{'a': 0.35, 'e': 0.09975880065361863}",30,3,-26.490870271442976,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 1}",1
463,False,"{'a': 0.35, 'e': 0.09926125155964566}",25,5,35.478216784710206,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.35, 'e': 0.09876618400213154}",25,17,14.681890225641643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.35, 'e': 0.09827358560436154}",25,4,-5.254066008666054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
466,False,"{'a': 0.35, 'e': 0.09778344405135005}",25,18,12.515094104530604,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.35, 'e': 0.09729574708953276}",20,0,25.97021296333201,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
468,False,"{'a': 0.35, 'e': 0.09681048252646021}",20,15,8.229369873436127,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.35, 'e': 0.09632763823049303}",20,13,0.8702879375621515,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.35, 'e': 0.09584720213049865}",25,13,22.189028901046722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.35, 'e': 0.09536916221554961}",25,12,21.390620564169186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.35, 'e': 0.09489350653462311}",25,15,7.162680219300816,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.35, 'e': 0.09442022319630235}",20,0,31.4695185904162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.35, 'e': 0.09394930036847918}",20,14,12.14520149810579,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.35, 'e': 0.09348072627805847}",20,15,9.06810666095968,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.35, 'e': 0.09301448921066349}",30,24,10.33928317591058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.35, 'e': 0.09255057751034329}",25,16,7.280705366916726,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.35, 'e': 0.09208897957928115}",30,14,20.297193402466284,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.35, 'e': 0.09162968387750484}",20,15,8.438583005756183,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.35, 'e': 0.09117267892259785}",20,0,5.649796225499971,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
481,False,"{'a': 0.35, 'e': 0.09071795328941251}",25,14,20.311731588316782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.35, 'e': 0.09026549560978427}",25,11,24.117852876993755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.35, 'e': 0.08981529457224763}",20,16,9.934999338368847,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.35, 'e': 0.08936733892175319}",20,4,28.527496127023138,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.35, 'e': 0.08892161745938634}",30,19,23.006679560540157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.35, 'e': 0.08847811904208727}",35,19,28.514905504327388,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.35, 'e': 0.08803683258237255}",20,0,-7.796008487853135,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
488,False,"{'a': 0.35, 'e': 0.08759774704805763}",20,16,8.650653504988162,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.35, 'e': 0.0871608514619813}",20,4,28.879776391516078,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.35, 'e': 0.08672613490173114}",20,13,14.694578722225256,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.35, 'e': 0.0862935864993705}",30,17,23.22473191691614,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.35, 'e': 0.08586319544116683}",30,17,16.021138741578522,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.35, 'e': 0.08543495096732123}",30,14,-16.23123471415795,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
494,False,"{'a': 0.35, 'e': 0.08500884237169956}",30,12,39.6601000658379,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.35, 'e': 0.08458485900156469}",30,9,33.027443465002165,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.35, 'e': 0.08416299025731036}",25,15,7.0100786573225315,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.35, 'e': 0.08374322559219596}",30,13,19.74219963979557,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.35, 'e': 0.083325554512083}",25,9,9.015827879219996,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
499,False,"{'a': 0.35, 'e': 0.08290996657517266}",20,6,26.846403215375304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.35, 'e': 0.08249645139174498}",20,6,23.44344456132547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.35, 'e': 0.0820849986238988}",25,20,8.784423832440325,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.35, 'e': 0.08167559798529346}",30,20,5.328476603213484,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.35, 'e': 0.08126823924089167}",25,15,18.33292014033883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.35, 'e': 0.08086291220670366}",25,13,0.3627505191702838,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
505,False,"{'a': 0.35, 'e': 0.08045960674953244}",30,16,27.1543874103076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.35, 'e': 0.08005831278672054}",20,14,-2.0082461619551597,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.35, 'e': 0.07965902028589801}",20,8,9.35715500286886,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.35, 'e': 0.07926171926473155}",25,15,4.35585732917305,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.35, 'e': 0.07886639979067495}",25,10,26.321174366898056,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.35, 'e': 0.07847305198072073}",25,13,17.900617030328007,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.35, 'e': 0.07808166600115313}",25,11,27.623163942942668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.35, 'e': 0.07769223206730236}",25,13,22.075211948104354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.35, 'e': 0.07730474044329974}",25,15,18.786541859719428,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.35, 'e': 0.0769191814418345}",30,20,19.166019483619415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.35, 'e': 0.07653554542391151}",25,15,-21.625131963798278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
516,False,"{'a': 0.35, 'e': 0.07615382279861033}",25,14,19.14097136952783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.35, 'e': 0.07577400402284548}",30,18,19.250182649884735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.35, 'e': 0.07539607960112776}",25,8,-10.750564283264586,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
519,False,"{'a': 0.35, 'e': 0.07502004008532698}",25,10,-55.44604271221541,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
520,False,"{'a': 0.35, 'e': 0.07464587607443557}",25,0,34.9150377131193,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
521,False,"{'a': 0.35, 'e': 0.07427357821433388}",25,16,18.35180274377789,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.35, 'e': 0.07390313719755595}",30,5,30.045920907897326,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.35, 'e': 0.0735345437630571}",30,16,24.033126946066922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.35, 'e': 0.07316778869598221}",20,8,9.92420610379892,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.35, 'e': 0.07280286282743559}",20,6,12.236194468471387,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.35, 'e': 0.07243975703425146}",35,22,11.418338414052451,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.35, 'e': 0.0720784622387661}",35,21,19.86605529155271,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.35, 'e': 0.07171896940859077}",20,13,12.657368237460428,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.35, 'e': 0.07136126955638605}",20,0,31.655168734036867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.35, 'e': 0.07100535373963698}",25,15,14.704433731009052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.35, 'e': 0.0706512130604296}",25,7,24.261755164721485,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.35, 'e': 0.07029883866522844}",30,13,21.92552080486889,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.35, 'e': 0.06994822174465536}",25,18,13.151565874177422,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.35, 'e': 0.06959935353326901}",20,12,6.751402869295449,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.35, 'e': 0.069252225309346}",20,12,2.8530608662551025,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.35, 'e': 0.06890682839466256}",25,8,30.469800968756374,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.35, 'e': 0.06856315415427791}",25,9,24.237242805525266,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.35, 'e': 0.06822119399631812}",20,6,-37.47239514177972,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
539,False,"{'a': 0.35, 'e': 0.06788093937176144}",20,6,20.16433238732832,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.35, 'e': 0.06754238177422452}",20,8,-2.2541179536189038,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.35, 'e': 0.06720551273974976}",20,12,15.061024871354295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.35, 'e': 0.0668703238465938}",30,21,18.604919384883814,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.35, 'e': 0.06653680671501686}",20,16,5.59896179288859,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.35, 'e': 0.06620495300707324}",35,20,33.84391952425112,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.35, 'e': 0.06587475442640295}",25,15,18.977934209196455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.35, 'e': 0.06554620271802433}",25,14,21.57747914313494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.35, 'e': 0.06521928966812753}",25,9,18.34205099199477,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.35, 'e': 0.06489400710386926}",25,18,11.17637646651453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.35, 'e': 0.06457034689316847}",35,19,35.13306145466839,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.35, 'e': 0.06424830094450308}",25,6,37.62315549676423,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.35, 'e': 0.06392786120670757}",20,10,19.34982588856682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.35, 'e': 0.0636090196687718}",20,0,26.284552334756018,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
553,False,"{'a': 0.35, 'e': 0.0632917683596407}",20,7,19.691622600172366,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.35, 'e': 0.06297609934801507}",25,17,16.174324055892864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.35, 'e': 0.06266200474215315}",25,16,5.324453732754284,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.35, 'e': 0.06234947668967343}",20,15,12.427730905026475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.35, 'e': 0.06203850737735829}",25,17,-4.135806557737714,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
558,False,"{'a': 0.35, 'e': 0.06172908903095879}",25,13,22.206040800874256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.35, 'e': 0.06142121391500013}",30,15,30.352613103531297,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.35, 'e': 0.06111487433258836}",25,15,8.051068657708063,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.35, 'e': 0.06081006262521795}",30,10,29.626038485654494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.35, 'e': 0.06050677117258039}",30,15,7.8063772960362785,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.35, 'e': 0.06020499239237354}",25,18,14.557608409183784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.35, 'e': 0.05990471874011218}",20,7,23.882792028572595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.35, 'e': 0.05960594270893937}",35,21,24.21199751916618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.35, 'e': 0.05930865682943872}",25,14,19.3327818978214,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.35, 'e': 0.05901285366944784}",20,8,22.11157830464834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.35, 'e': 0.058718525833872284}",20,15,8.429642892977775,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.35, 'e': 0.05842566596450083}",20,4,26.76455846224834,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.35, 'e': 0.058134266739821465}",25,10,18.90204785774573,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.35, 'e': 0.057844320874838456}",25,20,9.640563528273756,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.35, 'e': 0.05755582112089005}",25,14,-0.8948995028798092,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
573,False,"{'a': 0.35, 'e': 0.05726876026546736}",30,12,18.939358286260752,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.35, 'e': 0.056983131132034036}",20,10,21.897807382840753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.35, 'e': 0.0566989265798469}",30,20,16.260001228479656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.35, 'e': 0.05641613950377735}",25,19,12.523511363800264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.35, 'e': 0.056134762834133725}",30,16,17.291970597056824,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.35, 'e': 0.05585478953648462}",20,15,9.40288669832391,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.35, 'e': 0.05557621261148306}",20,15,11.22023319747807,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.35, 'e': 0.05529902509469138}",20,15,8.935241263550367,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.35, 'e': 0.05502322005640723}",20,11,16.827276879821547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.35, 'e': 0.054748790601490266}",20,11,17.57991342072368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.35, 'e': 0.05447572986918986}",20,14,8.928728585835136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.35, 'e': 0.054204031032973464}",20,12,12.427277856185828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.35, 'e': 0.05393368730035602}",20,3,29.591189795011463,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.35, 'e': 0.05366469191273011}",20,12,12.692200634641697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.35, 'e': 0.053397038145197084}",20,6,-11.084541693417112,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
588,False,"{'a': 0.35, 'e': 0.05313071930639878}",25,14,20.94601172591671,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.35, 'e': 0.05286572873835037}",25,5,37.48359848408648,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.35, 'e': 0.05260205981627384}",25,10,11.131658882632097,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.35, 'e': 0.05233970594843238}",20,12,13.710878725551407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.35, 'e': 0.05207866057596569}",20,15,10.133988807336198,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
